YEAR,MO,DY,HR,T2MDEW,T2MWET,T2M
2017,1,27,9,-5.35,-3.1,-0.85
2017,1,27,10,-5.82,-2.85,0.12
2017,1,27,11,-6.06,-2.59,0.88
2017,1,27,12,-6.1,-2.32,1.44
2017,1,27,13,-5.99,-2.06,1.86
2017,1,27,14,-5.99,-2.09,1.81
2017,1,27,15,-5.94,-2.35,1.24
2017,1,27,16,-5.32,-2.91,-0.5
2017,1,27,17,-5.81,-4.52,-3.24
2017,1,27,18,-6.14,-4.95,-3.77
2017,1,27,19,-6.3,-5.2,-4.1
2017,1,27,20,-6.38,-5.38,-4.37
2017,1,27,21,-6.41,-5.49,-4.56
2017,1,27,22,-6.4,-5.54,-4.69
2017,1,27,23,-6.38,-5.56,-4.74
2017,1,28,0,-6.35,-5.55,-4.75
2017,1,28,1,-6.33,-5.55,-4.76
2017,1,28,2,-6.32,-5.56,-4.8
2017,1,28,3,-6.34,-5.59,-4.85
2017,1,28,4,-6.36,-5.61,-4.86
2017,1,28,5,-6.36,-5.62,-4.88
2017,1,28,6,-6.3,-5.57,-4.85
2017,1,28,7,-6,-5.09,-4.17
2017,1,28,8,-6.13,-4.07,-2.02
2017,1,28,9,-6.14,-2.95,0.23
2017,1,28,10,-5.52,-1.71,2.08
2017,1,28,11,-4.75,-0.66,3.43
2017,1,28,12,-4.11,0.11,4.32
2017,1,28,13,-3.7,0.55,4.81
2017,1,28,14,-3.45,0.68,4.8
2017,1,28,15,-2.85,0.63,4.11
2017,1,28,16,-2.04,-0.43,1.19
2017,1,28,17,-4.45,-3.14,-1.83
2017,1,28,18,-4.67,-3.52,-2.38
2017,1,28,19,-4.71,-3.74,-2.76
2017,1,28,20,-4.71,-3.89,-3.06
2017,1,28,21,-4.66,-3.97,-3.28
2017,1,28,22,-4.65,-4.02,-3.39
2017,1,28,23,-4.71,-4.07,-3.42
2017,1,29,0,-4.85,-4.15,-3.45
2017,1,29,1,-4.95,-4.2,-3.44
2017,1,29,2,-5.04,-4.25,-3.45
2017,1,29,3,-5.15,-4.33,-3.51
2017,1,29,4,-5.24,-4.42,-3.6
2017,1,29,5,-5.3,-4.51,-3.73
2017,1,29,6,-5.36,-4.59,-3.81
2017,1,29,7,-5.21,-4.24,-3.26
2017,1,29,8,-4.54,-2.99,-1.43
2017,1,29,9,-3.99,-1.35,1.3
2017,1,29,10,-3.15,0.26,3.67
2017,1,29,11,-2.23,1.83,5.9
2017,1,29,12,-1.56,2.86,7.28
2017,1,29,13,-1.01,3.42,7.85
2017,1,29,14,-0.52,3.68,7.87
2017,1,29,15,1.05,4,6.95
2017,1,29,16,-0.49,1.75,3.98
2017,1,29,17,-3.17,-0.91,1.36
2017,1,29,18,-3.67,-1.65,0.36
2017,1,29,19,-3.93,-2.06,-0.18
2017,1,29,20,-3.77,-2.02,-0.27
2017,1,29,21,-3.7,-2.02,-0.35
2017,1,29,22,-3.52,-1.95,-0.38
2017,1,29,23,-3.33,-1.87,-0.42
2017,1,30,0,-3.03,-1.69,-0.35
2017,1,30,1,-2.87,-1.61,-0.35
2017,1,30,2,-2.68,-1.53,-0.38
2017,1,30,3,-2.6,-1.54,-0.48
2017,1,30,4,-2.45,-1.49,-0.52
2017,1,30,5,-2.24,-1.32,-0.41
2017,1,30,6,-2.26,-1.38,-0.51
2017,1,30,7,-1.95,-1.08,-0.21
2017,1,30,8,-1.81,-0.27,1.26
2017,1,30,9,-1.33,0.6,2.52
2017,1,30,10,-1.11,1.87,4.84
2017,1,30,11,-0.42,3.12,6.65
2017,1,30,12,0.03,3.85,7.68
2017,1,30,13,0,4.03,8.05
2017,1,30,14,-0.19,3.87,7.93
2017,1,30,15,0.32,3.65,7
2017,1,30,16,0.12,1.93,3.74
2017,1,30,17,-3.01,-1.49,0.03
2017,1,30,18,-3.68,-2.46,-1.24
2017,1,30,19,-3.71,-2.85,-2
2017,1,30,20,-3.57,-3.02,-2.48
2017,1,30,21,-3.38,-3.11,-2.84
2017,1,30,22,-3.35,-3.23,-3.11
2017,1,30,23,-3.5,-3.38,-3.27
2017,1,31,0,-3.72,-3.54,-3.35
2017,1,31,1,-3.9,-3.67,-3.42
2017,1,31,2,-4.07,-3.79,-3.52
2017,1,31,3,-4.21,-3.92,-3.63
2017,1,31,4,-4.36,-4.06,-3.75
2017,1,31,5,-4.52,-4.21,-3.9
2017,1,31,6,-4.74,-4.42,-4.1
2017,1,31,7,-4.85,-4.19,-3.53
2017,1,31,8,-4.77,-3.17,-1.58
2017,1,31,9,-4.98,-2.13,0.73
2017,1,31,10,-5.09,-1.12,2.85
2017,1,31,11,-5.38,-0.38,4.62
2017,1,31,12,-5.5,0.15,5.81
2017,1,31,13,-5.41,0.54,6.48
2017,1,31,14,-4.91,0.8,6.52
2017,1,31,15,-3.24,1.26,5.76
2017,1,31,16,-2.24,0.17,2.59
2017,1,31,17,-5.83,-3.23,-0.62
2017,1,31,18,-6.16,-3.93,-1.7
2017,1,31,19,-6.25,-4.27,-2.31
2017,1,31,20,-6.3,-4.52,-2.74
2017,1,31,21,-6.34,-4.7,-3.06
2017,1,31,22,-6.43,-4.87,-3.31
2017,1,31,23,-6.58,-5.03,-3.49
2017,2,1,0,-6.7,-5.17,-3.63
2017,2,1,1,-6.76,-5.27,-3.79
2017,2,1,2,-6.79,-5.38,-3.96
2017,2,1,3,-6.83,-5.49,-4.14
2017,2,1,4,-6.91,-5.6,-4.31
2017,2,1,5,-7.04,-5.74,-4.44
2017,2,1,6,-7.24,-5.89,-4.55
2017,2,1,7,-7.44,-5.64,-3.85
2017,2,1,8,-7.34,-4.61,-1.88
2017,2,1,9,-5.56,-2.4,0.76
2017,2,1,10,-5.38,-0.74,3.9
2017,2,1,11,-5.25,0.48,6.21
2017,2,1,12,-4.58,1.44,7.45
2017,2,1,13,-4.05,2.01,8.07
2017,2,1,14,-3.36,2.36,8.07
2017,2,1,15,-1.7,2.76,7.22
2017,2,1,16,-2.88,1,4.87
2017,2,1,17,-6.12,-1.53,3.05
2017,2,1,18,-6.38,-2.11,2.16
2017,2,1,19,-6.49,-2.4,1.68
2017,2,1,20,-6.58,-2.67,1.24
2017,2,1,21,-6.72,-2.88,0.94
2017,2,1,22,-6.68,-3.08,0.52
2017,2,1,23,-6.45,-3.25,-0.06
2017,2,2,0,-6.3,-3.19,-0.09
2017,2,2,1,-6.08,-3.13,-0.2
2017,2,2,2,-5.88,-3.08,-0.27
2017,2,2,3,-5.72,-3.02,-0.33
2017,2,2,4,-5.59,-3.01,-0.42
2017,2,2,5,-5.46,-3.1,-0.73
2017,2,2,6,-5.37,-3.24,-1.13
2017,2,2,7,-4.17,-2.44,-0.71
2017,2,2,8,-3.72,-0.91,1.9
2017,2,2,9,-2.81,0.4,3.62
2017,2,2,10,-2.6,2.1,6.81
2017,2,2,11,-3.1,3.18,9.47
2017,2,2,12,-1.91,4.23,10.37
2017,2,2,13,-0.81,4.97,10.74
2017,2,2,14,0.22,5.44,10.65
2017,2,2,15,1.84,5.89,9.94
2017,2,2,16,-0.05,4.23,8.5
2017,2,2,17,-1.81,2.62,7.06
2017,2,2,18,-1.74,2.24,6.21
2017,2,2,19,-1.59,1.55,4.68
2017,2,2,20,-1.43,1.35,4.14
2017,2,2,21,-1.31,1.01,3.32
2017,2,2,22,-1.2,0.55,2.3
2017,2,2,23,-1.09,0.44,1.97
2017,2,3,0,-0.85,0.48,1.8
2017,2,3,1,-0.41,0.77,1.94
2017,2,3,2,0.07,1.14,2.2
2017,2,3,3,0.42,1.39,2.37
2017,2,3,4,0.65,1.55,2.45
2017,2,3,5,0.87,1.69,2.51
2017,2,3,6,1.19,1.94,2.69
2017,2,3,7,1.8,2.52,3.25
2017,2,3,8,2.76,3.55,4.33
2017,2,3,9,3.31,4.29,5.26
2017,2,3,10,3.84,4.97,6.1
2017,2,3,11,4.9,6.08,7.25
2017,2,3,12,6.66,7.88,9.09
2017,2,3,13,8.17,9.33,10.49
2017,2,3,14,9.08,10.23,11.37
2017,2,3,15,9.59,10.53,11.46
2017,2,3,16,8.91,9.29,9.67
2017,2,3,17,8.08,7.76,7.44
2017,2,3,18,7.91,7.35,6.8
2017,2,3,19,7.98,7.54,7.09
2017,2,3,20,7.97,7.63,7.29
2017,2,3,21,7.77,7.45,7.12
2017,2,3,22,7.54,7.21,6.88
2017,2,3,23,7.16,6.8,6.44
2017,2,4,0,6.81,6.42,6.04
2017,2,4,1,6.39,5.98,5.58
2017,2,4,2,6.39,6.1,5.82
2017,2,4,3,6.49,6.32,6.15
2017,2,4,4,6.31,6.14,5.97
2017,2,4,5,6.05,5.87,5.69
2017,2,4,6,6.01,5.85,5.69
2017,2,4,7,6.6,6.58,6.58
2017,2,4,8,7.91,8.18,8.45
2017,2,4,9,9.01,9.5,9.99
2017,2,4,10,9.66,10.51,11.34
2017,2,4,11,9.75,11.17,12.58
2017,2,4,12,9.44,11.27,13.11
2017,2,4,13,9.26,11.25,13.23
2017,2,4,14,9.18,11.12,13.06
2017,2,4,15,9.24,10.89,12.54
2017,2,4,16,9.46,10.35,11.24
2017,2,4,17,8.73,9.17,9.6
2017,2,4,18,8.55,8.9,9.24
2017,2,4,19,8.44,8.73,9.01
2017,2,4,20,8.25,8.49,8.73
2017,2,4,21,8.05,8.26,8.47
2017,2,4,22,7.88,8.04,8.19
2017,2,4,23,7.62,7.64,7.66
2017,2,5,0,7.69,7.76,7.82
2017,2,5,1,7.87,7.97,8.06
2017,2,5,2,7.88,7.95,8.02
2017,2,5,3,7.94,8.07,8.19
2017,2,5,4,7.84,7.9,7.97
2017,2,5,5,7.67,7.65,7.62
2017,2,5,6,7.62,7.61,7.58
2017,2,5,7,8.35,8.58,8.8
2017,2,5,8,9.6,10.08,10.57
2017,2,5,9,10.37,10.93,11.5
2017,2,5,10,10.96,11.74,12.52
2017,2,5,11,11.04,12.29,13.55
2017,2,5,12,10.87,12.66,14.44
2017,2,5,13,10.69,12.51,14.33
2017,2,5,14,11.07,12.61,14.15
2017,2,5,15,11.39,12.6,13.82
2017,2,5,16,11.13,11.86,12.58
2017,2,5,17,10.01,10.22,10.42
2017,2,5,18,9.63,9.68,9.73
2017,2,5,19,9.28,9.1,8.91
2017,2,5,20,9.23,9.01,8.8
2017,2,5,21,9.15,8.95,8.76
2017,2,5,22,9.16,9.1,9.03
2017,2,5,23,9.21,9.26,9.3
2017,2,6,0,9.04,9.07,9.09
2017,2,6,1,8.78,8.8,8.83
2017,2,6,2,8.75,8.86,8.97
2017,2,6,3,8.64,8.79,8.94
2017,2,6,4,8.74,8.98,9.22
2017,2,6,5,8.8,9.07,9.34
2017,2,6,6,8.94,9.23,9.5
2017,2,6,7,9.62,10.04,10.45
2017,2,6,8,10.9,11.56,12.23
2017,2,6,9,11.56,12.36,13.15
2017,2,6,10,11.84,12.86,13.87
2017,2,6,11,11.49,12.95,14.41
2017,2,6,12,11.04,12.9,14.78
2017,2,6,13,10.4,12.62,14.84
2017,2,6,14,9.9,12.36,14.81
2017,2,6,15,9.98,12.27,14.57
2017,2,6,16,9.98,11.64,13.3
2017,2,6,17,9.2,10.17,11.14
2017,2,6,18,9.08,10.01,10.95
2017,2,6,19,9.22,10.09,10.97
2017,2,6,20,9.3,10.12,10.96
2017,2,6,21,9.19,10,10.8
2017,2,6,22,8.97,9.89,10.81
2017,2,6,23,8.61,9.62,10.63
2017,2,7,0,8.21,9.19,10.16
2017,2,7,1,7.91,8.8,9.69
2017,2,7,2,7.72,8.59,9.46
2017,2,7,3,7.57,8.38,9.2
2017,2,7,4,7.49,8.29,9.09
2017,2,7,5,7.44,8.2,8.95
2017,2,7,6,7.4,8.07,8.75
2017,2,7,7,7.61,8.33,9.06
2017,2,7,8,8.36,9.45,10.55
2017,2,7,9,9.08,10.63,12.19
2017,2,7,10,9.23,11.48,13.72
2017,2,7,11,9.28,11.92,14.55
2017,2,7,12,9.16,11.93,14.69
2017,2,7,13,9.07,11.79,14.51
2017,2,7,14,8.91,11.42,13.93
2017,2,7,15,8.87,10.91,12.97
2017,2,7,16,8.82,10.3,11.79
2017,2,7,17,8.46,9.47,10.48
2017,2,7,18,8.15,8.95,9.76
2017,2,7,19,7.84,8.58,9.32
2017,2,7,20,7.72,8.48,9.24
2017,2,7,21,7.73,8.48,9.25
2017,2,7,22,7.78,8.44,9.11
2017,2,7,23,7.87,8.42,8.98
2017,2,8,0,7.83,8.27,8.7
2017,2,8,1,7.66,8.03,8.4
2017,2,8,2,7.37,7.71,8.05
2017,2,8,3,7.06,7.39,7.72
2017,2,8,4,6.76,7.09,7.41
2017,2,8,5,6.48,6.8,7.11
2017,2,8,6,6.18,6.47,6.76
2017,2,8,7,6.32,6.64,6.96
2017,2,8,8,6.88,7.48,8.08
2017,2,8,9,7.76,8.45,9.14
2017,2,8,10,8.4,9.83,11.26
2017,2,8,11,8.5,10.7,12.9
2017,2,8,12,8.28,11.09,13.9
2017,2,8,13,7.98,11.15,14.33
2017,2,8,14,7.76,11.08,14.4
2017,2,8,15,8.06,11.01,13.98
2017,2,8,16,9.32,10.89,12.46
2017,2,8,17,7.26,8.73,10.2
2017,2,8,18,6.87,8.01,9.16
2017,2,8,19,6.64,7.53,8.42
2017,2,8,20,6.31,7.02,7.74
2017,2,8,21,6.06,6.64,7.21
2017,2,8,22,5.96,6.41,6.87
2017,2,8,23,5.76,6.14,6.52
2017,2,9,0,5.61,5.8,5.98
2017,2,9,1,5.54,5.54,5.54
2017,2,9,2,5.36,5.09,4.83
2017,2,9,3,5.22,4.86,4.5
2017,2,9,4,5.02,4.7,4.37
2017,2,9,5,4.71,4.53,4.36
2017,2,9,6,4.27,4.22,4.16
2017,2,9,7,4.15,4.35,4.55
2017,2,9,8,4.62,5.44,6.27
2017,2,9,9,5.56,7.15,8.73
2017,2,9,10,6.38,8.99,11.6
2017,2,9,11,7.07,10.36,13.65
2017,2,9,12,7.46,11.05,14.62
2017,2,9,13,7.53,11.22,14.91
2017,2,9,14,7.44,11.08,14.72
2017,2,9,15,7.89,11.01,14.13
2017,2,9,16,9.22,11.04,12.87
2017,2,9,17,7.42,8.98,10.54
2017,2,9,18,6.79,7.9,9.01
2017,2,9,19,6.31,7.15,7.98
2017,2,9,20,5.96,6.63,7.31
2017,2,9,21,5.64,6.23,6.81
2017,2,9,22,5.22,5.76,6.3
2017,2,9,23,4.66,5.2,5.74
2017,2,10,0,4.14,4.69,5.25
2017,2,10,1,3.73,4.24,4.75
2017,2,10,2,3.33,3.77,4.21
2017,2,10,3,2.87,3.19,3.51
2017,2,10,4,2.44,2.69,2.94
2017,2,10,5,2.02,2.24,2.46
2017,2,10,6,1.59,1.81,2.03
2017,2,10,7,2.08,2.66,3.24
2017,2,10,8,2.63,4.2,5.78
2017,2,10,9,4.19,6.27,8.34
2017,2,10,10,5.55,8.69,11.83
2017,2,10,11,6.31,10.02,13.73
2017,2,10,12,6.65,10.6,14.55
2017,2,10,13,6.78,10.82,14.85
2017,2,10,14,6.74,10.74,14.74
2017,2,10,15,6.89,10.54,14.19
2017,2,10,16,8.49,10.48,12.47
2017,2,10,17,6.39,7.89,9.4
2017,2,10,18,5.47,6.59,7.71
2017,2,10,19,4.76,5.6,6.44
2017,2,10,20,4.1,4.73,5.36
2017,2,10,21,3.58,4.07,4.55
2017,2,10,22,3.25,3.61,3.97
2017,2,10,23,3.04,3.32,3.6
2017,2,11,0,2.78,3.05,3.33
2017,2,11,1,2.47,2.78,3.1
2017,2,11,2,2.14,2.47,2.8
2017,2,11,3,1.79,2.07,2.36
2017,2,11,4,1.44,1.68,1.92
2017,2,11,5,1.06,1.26,1.48
2017,2,11,6,0.68,0.86,1.03
2017,2,11,7,0.61,1.09,1.57
2017,2,11,8,1.28,2.26,3.23
2017,2,11,9,2.64,4.44,6.24
2017,2,11,10,3.76,6.75,9.73
2017,2,11,11,4.57,8.39,12.21
2017,2,11,12,4.93,9.12,13.32
2017,2,11,13,4.92,9.3,13.68
2017,2,11,14,4.71,9.05,13.4
2017,2,11,15,4.45,8.44,12.43
2017,2,11,16,4.65,7.43,10.21
2017,2,11,17,3.25,5.05,6.83
2017,2,11,18,1.82,3.44,5.06
2017,2,11,19,0.91,2.3,3.69
2017,2,11,20,0.4,1.52,2.64
2017,2,11,21,0.01,0.9,1.78
2017,2,11,22,-0.41,0.33,1.06
2017,2,11,23,-0.86,-0.24,0.4
2017,2,12,0,-1.24,-0.73,-0.22
2017,2,12,1,-1.57,-1.17,-0.77
2017,2,12,2,-1.95,-1.6,-1.26
2017,2,12,3,-2.33,-1.99,-1.66
2017,2,12,4,-2.67,-2.35,-2.03
2017,2,12,5,-2.97,-2.7,-2.42
2017,2,12,6,-3.26,-3.02,-2.8
2017,2,12,7,-3.09,-2.45,-1.81
2017,2,12,8,-2.44,-0.94,0.56
2017,2,12,9,-1.82,0.8,3.4
2017,2,12,10,-1.26,2.36,5.98
2017,2,12,11,-1.27,3.25,7.77
2017,2,12,12,-1.73,3.51,8.75
2017,2,12,13,-2.22,3.43,9.08
2017,2,12,14,-2.6,3.12,8.82
2017,2,12,15,-2.69,2.61,7.9
2017,2,12,16,-2.01,1.99,5.98
2017,2,12,17,-1.95,0.49,2.94
2017,2,12,18,-2.58,-0.58,1.41
2017,2,12,19,-2.77,-1.2,0.37
2017,2,12,20,-2.9,-1.68,-0.46
2017,2,12,21,-3.1,-2.13,-1.17
2017,2,12,22,-3.35,-2.57,-1.79
2017,2,12,23,-3.62,-2.99,-2.36
2017,2,13,0,-3.86,-3.36,-2.87
2017,2,13,1,-4.08,-3.68,-3.28
2017,2,13,2,-4.24,-3.87,-3.5
2017,2,13,3,-4.35,-3.98,-3.6
2017,2,13,4,-4.46,-4.06,-3.67
2017,2,13,5,-4.56,-4.14,-3.72
2017,2,13,6,-4.66,-4.25,-3.85
2017,2,13,7,-4.26,-3.4,-2.55
2017,2,13,8,-3.74,-1.96,-0.18
2017,2,13,9,-4.13,-0.95,2.21
2017,2,13,10,-4.31,-0.16,4
2017,2,13,11,-4.36,0.58,5.51
2017,2,13,12,-4.35,1.18,6.71
2017,2,13,13,-4.3,1.57,7.44
2017,2,13,14,-4.18,1.73,7.64
2017,2,13,15,-3.93,1.62,7.17
2017,2,13,16,-2.89,1.29,5.48
2017,2,13,17,-2.96,-0.47,2.03
2017,2,13,18,-3.63,-1.44,0.76
2017,2,13,19,-3.74,-1.98,-0.21
2017,2,13,20,-3.77,-2.52,-1.27
2017,2,13,21,-3.98,-3.03,-2.09
2017,2,13,22,-4.22,-3.51,-2.81
2017,2,13,23,-4.43,-3.88,-3.34
2017,2,14,0,-4.54,-4.02,-3.5
2017,2,14,1,-4.6,-4.1,-3.6
2017,2,14,2,-4.62,-4.13,-3.63
2017,2,14,3,-4.61,-4.15,-3.69
2017,2,14,4,-4.59,-4.14,-3.7
2017,2,14,5,-4.53,-4.14,-3.74
2017,2,14,6,-4.49,-4.18,-3.88
2017,2,14,7,-4.1,-3.42,-2.72
2017,2,14,8,-3.64,-1.97,-0.31
2017,2,14,9,-3.84,-0.85,2.14
2017,2,14,10,-3.7,0.18,4.05
2017,2,14,11,-3.63,0.93,5.5
2017,2,14,12,-3.67,1.37,6.4
2017,2,14,13,-3.74,1.54,6.81
2017,2,14,14,-3.81,1.44,6.68
2017,2,14,15,-3.75,1.12,5.98
2017,2,14,16,-3.1,0.59,4.28
2017,2,14,17,-3.04,-1.17,0.71
2017,2,14,18,-3.83,-2.42,-1.01
2017,2,14,19,-4.26,-3.11,-1.97
2017,2,14,20,-4.56,-3.72,-2.88
2017,2,14,21,-4.72,-4.19,-3.66
2017,2,14,22,-4.82,-4.49,-4.15
2017,2,14,23,-4.9,-4.67,-4.42
2017,2,15,0,-4.93,-4.73,-4.52
2017,2,15,1,-4.92,-4.71,-4.51
2017,2,15,2,-4.91,-4.68,-4.45
2017,2,15,3,-4.88,-4.63,-4.36
2017,2,15,4,-4.87,-4.56,-4.26
2017,2,15,5,-4.81,-4.49,-4.18
2017,2,15,6,-4.73,-4.41,-4.09
2017,2,15,7,-4.17,-3.34,-2.5
2017,2,15,8,-3.75,-1.88,-0.02
2017,2,15,9,-3.8,-0.4,2.99
2017,2,15,10,-3.02,1.12,5.26
2017,2,15,11,-2.23,2.35,6.93
2017,2,15,12,-1.52,3.2,7.93
2017,2,15,13,-1.02,3.64,8.3
2017,2,15,14,-0.83,3.62,8.07
2017,2,15,15,-1.06,3.01,7.08
2017,2,15,16,-1.37,1.87,5.1
2017,2,15,17,-1.68,0.06,1.8
2017,2,15,18,-2.24,-1.03,0.17
2017,2,15,19,-2.6,-1.64,-0.67
2017,2,15,20,-2.81,-2.12,-1.44
2017,2,15,21,-2.9,-2.51,-2.11
2017,2,15,22,-3.03,-2.84,-2.65
2017,2,15,23,-3.17,-3.12,-3.07
2017,2,16,0,-3.29,-3.28,-3.28
2017,2,16,1,-3.31,-3.37,-3.44
2017,2,16,2,-3.25,-3.34,-3.42
2017,2,16,3,-3.17,-3.28,-3.41
2017,2,16,4,-3.04,-3.21,-3.38
2017,2,16,5,-2.89,-3.12,-3.35
2017,2,16,6,-2.77,-3.06,-3.36
2017,2,16,7,-2.3,-1.97,-1.65
2017,2,16,8,-1.74,-0.47,0.8
2017,2,16,9,-2.17,0.4,2.99
2017,2,16,10,-2.46,1.12,4.71
2017,2,16,11,-2.43,1.89,6.21
2017,2,16,12,-2.18,2.57,7.33
2017,2,16,13,-1.88,3.07,8.02
2017,2,16,14,-1.68,3.24,8.16
2017,2,16,15,-1.52,3.05,7.62
2017,2,16,16,-0.68,2.6,5.88
2017,2,16,17,-1.22,0.3,1.83
2017,2,16,18,-2.31,-1.12,0.07
2017,2,16,19,-2.88,-1.87,-0.86
2017,2,16,20,-3.35,-2.55,-1.74
2017,2,16,21,-3.67,-3.12,-2.56
2017,2,16,22,-3.91,-3.52,-3.14
2017,2,16,23,-4.03,-3.74,-3.45
2017,2,17,0,-4.12,-3.84,-3.56
2017,2,17,1,-4.17,-3.85,-3.54
2017,2,17,2,-4.2,-3.85,-3.5
2017,2,17,3,-4.2,-3.85,-3.49
2017,2,17,4,-4.2,-3.85,-3.49
2017,2,17,5,-4.2,-3.86,-3.52
2017,2,17,6,-4.26,-3.91,-3.55
2017,2,17,7,-3.49,-2.5,-1.5
2017,2,17,8,-2.97,-0.94,1.09
2017,2,17,9,-2.92,0.55,4.04
2017,2,17,10,-2.81,1.83,6.45
2017,2,17,11,-2.23,2.98,8.2
2017,2,17,12,-1.67,3.95,9.58
2017,2,17,13,-1.18,4.65,10.48
2017,2,17,14,-1.05,4.94,10.94
2017,2,17,15,-0.74,4.98,10.69
2017,2,17,16,1.52,5.45,9.38
2017,2,17,17,-1.13,2.62,6.37
2017,2,17,18,-2.29,1.39,5.08
2017,2,17,19,-2.98,1.01,5.01
2017,2,17,20,-3.42,0.65,4.73
2017,2,17,21,-3.58,0.33,4.24
2017,2,17,22,-3.6,-0.42,2.77
2017,2,17,23,-3.68,-1.01,1.66
2017,2,18,0,-3.77,-1.49,0.79
2017,2,18,1,-3.81,-1.67,0.46
2017,2,18,2,-3.73,-1.81,0.11
2017,2,18,3,-3.54,-1.85,-0.17
2017,2,18,4,-3.25,-1.79,-0.34
2017,2,18,5,-2.82,-1.67,-0.52
2017,2,18,6,-2.31,-1.55,-0.79
2017,2,18,7,-0.52,0.27,1.07
2017,2,18,8,1.18,3,4.83
2017,2,18,9,2.35,4.97,7.58
2017,2,18,10,3.15,6.48,9.81
2017,2,18,11,3.57,7.33,11.1
2017,2,18,12,3.78,7.91,12.04
2017,2,18,13,3.98,8.24,12.5
2017,2,18,14,4.13,8.3,12.48
2017,2,18,15,4.39,8.15,11.92
2017,2,18,16,5.58,7.91,10.23
2017,2,18,17,4.23,5.37,6.51
2017,2,18,18,3.61,4.58,5.56
2017,2,18,19,3.71,4.61,5.51
2017,2,18,20,4,4.87,5.74
2017,2,18,21,4.1,4.89,5.68
2017,2,18,22,4.25,4.97,5.68
2017,2,18,23,4.53,5.21,5.89
2017,2,19,0,4.66,5.3,5.95
2017,2,19,1,4.61,5.22,5.83
2017,2,19,2,4.43,5.01,5.58
2017,2,19,3,4.26,4.86,5.46
2017,2,19,4,3.98,4.51,5.03
2017,2,19,5,3.68,4.04,4.4
2017,2,19,6,3.4,3.62,3.83
2017,2,19,7,3.95,4.61,5.26
2017,2,19,8,4.85,6.15,7.44
2017,2,19,9,5.7,7.69,9.66
2017,2,19,10,6.35,8.95,11.56
2017,2,19,11,6.92,9.87,12.82
2017,2,19,12,7.24,10.37,13.51
2017,2,19,13,7.33,10.52,13.72
2017,2,19,14,7.37,10.49,13.62
2017,2,19,15,7.48,10.33,13.19
2017,2,19,16,8.17,10.02,11.87
2017,2,19,17,7.32,8.2,9.09
2017,2,19,18,6.43,7.07,7.72
2017,2,19,19,6.23,6.62,7.01
2017,2,19,20,6.12,6.37,6.61
2017,2,19,21,5.99,6.04,6.08
2017,2,19,22,5.8,5.64,5.48
2017,2,19,23,5.64,5.43,5.23
2017,2,20,0,5.46,5.23,5.01
2017,2,20,1,5.46,5.37,5.28
2017,2,20,2,5.63,5.69,5.74
2017,2,20,3,5.8,5.9,5.99
2017,2,20,4,5.97,6.06,6.15
2017,2,20,5,6.42,6.6,6.77
2017,2,20,6,6.98,7.23,7.48
2017,2,20,7,7.59,7.85,8.11
2017,2,20,8,8.34,8.63,8.92
2017,2,20,9,9.08,9.5,9.9
2017,2,20,10,9.4,10.21,11.02
2017,2,20,11,9.3,10.75,12.19
2017,2,20,12,8.95,11.01,13.08
2017,2,20,13,8.44,10.91,13.39
2017,2,20,14,8.26,10.82,13.39
2017,2,20,15,8.46,10.8,13.12
2017,2,20,16,9.34,10.76,12.19
2017,2,20,17,8.27,8.92,9.57
2017,2,20,18,7.86,8.22,8.58
2017,2,20,19,7.92,8.1,8.27
2017,2,20,20,7.89,7.94,8.01
2017,2,20,21,7.76,7.7,7.65
2017,2,20,22,7.6,7.48,7.34
2017,2,20,23,7.46,7.33,7.21
2017,2,21,0,7.37,7.26,7.13
2017,2,21,1,7.39,7.33,7.27
2017,2,21,2,7.3,7.28,7.26
2017,2,21,3,7.05,7,6.96
2017,2,21,4,6.83,6.76,6.69
2017,2,21,5,6.51,6.34,6.18
2017,2,21,6,6.12,5.89,5.65
2017,2,21,7,6.94,6.94,6.95
2017,2,21,8,8.41,8.8,9.19
2017,2,21,9,9.3,10.4,11.52
2017,2,21,10,8.99,11.01,13.02
2017,2,21,11,8.69,11.21,13.74
2017,2,21,12,8.47,11.17,13.87
2017,2,21,13,8.37,11.09,13.8
2017,2,21,14,8.29,11.1,13.91
2017,2,21,15,8.34,11.01,13.69
2017,2,21,16,9.31,11.01,12.72
2017,2,21,17,7.87,9.2,10.54
2017,2,21,18,6.95,8.28,9.62
2017,2,21,19,6.86,7.94,9.02
2017,2,21,20,6.85,7.75,8.65
2017,2,21,21,6.85,7.48,8.11
2017,2,21,22,6.87,7.23,7.58
2017,2,21,23,6.81,6.94,7.07
2017,2,22,0,6.67,6.62,6.56
2017,2,22,1,6.48,6.21,5.94
2017,2,22,2,6.3,5.85,5.4
2017,2,22,3,6.16,5.65,5.14
2017,2,22,4,6.07,5.56,5.05
2017,2,22,5,6.01,5.47,4.92
2017,2,22,6,5.94,5.4,4.86
2017,2,22,7,6.33,6.23,6.12
2017,2,22,8,7.29,7.62,7.95
2017,2,22,9,8.18,8.92,9.66
2017,2,22,10,8.06,9.87,11.69
2017,2,22,11,7.14,10.28,13.42
2017,2,22,12,6.43,10.45,14.48
2017,2,22,13,6.03,10.48,14.92
2017,2,22,14,5.88,10.43,14.98
2017,2,22,15,6.13,10.37,14.62
2017,2,22,16,7.73,10.64,13.55
2017,2,22,17,6.34,8.59,10.84
